num_qubits,depth,total_gates,h_gates,x_gates,y_gates,z_gates,cx_gates,cz_gates,rx_gates,ry_gates,rz_gates,measurement_gates,barriers,circuit_name,attack_type,noise_rate,sample_id,tvd,label
4,12,27,2,2,1,0,10,0,0,0,0,4,0,adder_n4.qasm,gate_substitution,0.03,1,0.985,1
4,12,27,2,2,1,0,10,0,0,0,0,4,0,adder_n4.qasm,gate_substitution,0.03,2,0.9699999999999998,1
4,12,27,2,2,1,0,10,0,0,0,0,4,0,adder_n4.qasm,gate_substitution,0.04,0,0.9699999999999998,1
4,12,27,2,2,1,0,10,0,0,0,0,4,0,adder_n4.qasm,gate_substitution,0.04,1,0.9499999999999996,1
4,12,27,2,2,1,0,10,0,0,0,0,4,0,adder_n4.qasm,gate_substitution,0.04,2,0.945,1
4,12,27,2,2,1,0,10,0,0,0,0,4,0,adder_n4.qasm,gate_substitution,0.05,0,0.9550000000000001,1
4,12,27,2,2,1,0,10,0,0,0,0,4,0,adder_n4.qasm,gate_substitution,0.05,1,0.955,1
4,12,27,2,2,1,0,10,0,0,0,0,4,0,adder_n4.qasm,gate_substitution,0.05,2,0.965,1
4,13,29,3,3,0,0,10,0,0,0,0,4,0,adder_n4.qasm,multiple_gate_insertion,0.005,0,0.55,1
4,13,29,3,3,0,0,10,0,0,0,0,4,0,adder_n4.qasm,multiple_gate_insertion,0.005,1,0.6,1
4,13,29,3,3,0,0,10,0,0,0,0,4,0,adder_n4.qasm,multiple_gate_insertion,0.005,2,0.515,1
4,13,29,3,3,0,0,10,0,0,0,0,4,0,adder_n4.qasm,multiple_gate_insertion,0.01,0,0.565,1
4,13,29,3,3,0,0,10,0,0,0,0,4,0,adder_n4.qasm,multiple_gate_insertion,0.01,1,0.5650000000000001,1
4,13,29,3,3,0,0,10,0,0,0,0,4,0,adder_n4.qasm,multiple_gate_insertion,0.01,2,0.5750000000000001,1
4,13,29,3,3,0,0,10,0,0,0,0,4,0,adder_n4.qasm,multiple_gate_insertion,0.02,0,0.6150000000000001,1
4,13,29,3,3,0,0,10,0,0,0,0,4,0,adder_n4.qasm,multiple_gate_insertion,0.02,1,0.6049999999999999,1
4,13,29,3,3,0,0,10,0,0,0,0,4,0,adder_n4.qasm,multiple_gate_insertion,0.02,2,0.62,1
4,13,29,3,3,0,0,10,0,0,0,0,4,0,adder_n4.qasm,multiple_gate_insertion,0.03,0,0.6549999999999998,1
4,13,29,3,3,0,0,10,0,0,0,0,4,0,adder_n4.qasm,multiple_gate_insertion,0.03,1,0.6849999999999999,1
4,13,29,3,3,0,0,10,0,0,0,0,4,0,adder_n4.qasm,multiple_gate_insertion,0.03,2,0.6849999999999999,1
4,13,29,3,3,0,0,10,0,0,0,0,4,0,adder_n4.qasm,multiple_gate_insertion,0.04,0,0.7099999999999999,1
4,13,29,3,3,0,0,10,0,0,0,0,4,0,adder_n4.qasm,multiple_gate_insertion,0.04,1,0.665,1
4,13,29,3,3,0,0,10,0,0,0,0,4,0,adder_n4.qasm,multiple_gate_insertion,0.04,2,0.75,1
4,13,29,3,3,0,0,10,0,0,0,0,4,0,adder_n4.qasm,multiple_gate_insertion,0.05,0,0.7399999999999999,1
4,13,29,3,3,0,0,10,0,0,0,0,4,0,adder_n4.qasm,multiple_gate_insertion,0.05,1,0.755,1
4,13,29,3,3,0,0,10,0,0,0,0,4,0,adder_n4.qasm,multiple_gate_insertion,0.05,2,0.7550000000000001,1
4,12,27,2,2,0,0,10,0,0,0,0,4,0,adder_n4.qasm,normal,0.005,0,0.09999999999999999,0
4,12,27,2,2,0,0,10,0,0,0,0,4,0,adder_n4.qasm,normal,0.005,1,0.075,0
4,12,27,2,2,0,0,10,0,0,0,0,4,0,adder_n4.qasm,normal,0.005,2,0.09,0
4,12,27,2,2,0,0,10,0,0,0,0,4,0,adder_n4.qasm,normal,0.01,0,0.14,0
4,12,27,2,2,0,0,10,0,0,0,0,4,0,adder_n4.qasm,normal,0.01,1,0.18000000000000005,0
4,12,27,2,2,0,0,10,0,0,0,0,4,0,adder_n4.qasm,normal,0.01,2,0.16500000000000004,0
4,12,27,2,2,0,0,10,0,0,0,0,4,0,adder_n4.qasm,normal,0.02,0,0.32000000000000006,0
4,12,27,2,2,0,0,10,0,0,0,0,4,0,adder_n4.qasm,normal,0.02,1,0.33000000000000007,0
4,12,27,2,2,0,0,10,0,0,0,0,4,0,adder_n4.qasm,normal,0.02,2,0.3850000000000001,0
4,12,27,2,2,0,0,10,0,0,0,0,4,0,adder_n4.qasm,normal,0.03,0,0.34,0
4,12,27,2,2,0,0,10,0,0,0,0,4,0,adder_n4.qasm,normal,0.03,1,0.40000000000000013,0
4,12,27,2,2,0,0,10,0,0,0,0,4,0,adder_n4.qasm,normal,0.03,2,0.4700000000000001,0
4,12,27,2,2,0,0,10,0,0,0,0,4,0,adder_n4.qasm,normal,0.04,0,0.48000000000000004,0
4,12,27,2,2,0,0,10,0,0,0,0,4,0,adder_n4.qasm,normal,0.04,1,0.495,0
4,12,27,2,2,0,0,10,0,0,0,0,4,0,adder_n4.qasm,normal,0.04,2,0.4600000000000001,0
4,12,27,2,2,0,0,10,0,0,0,0,4,0,adder_n4.qasm,normal,0.05,0,0.59,0
4,12,27,2,2,0,0,10,0,0,0,0,4,0,adder_n4.qasm,normal,0.05,1,0.63,0
4,12,27,2,2,0,0,10,0,0,0,0,4,0,adder_n4.qasm,normal,0.05,2,0.59,0
3,21,35,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_deletion,0.005,0,0.525,1
3,21,35,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_deletion,0.005,1,0.5449999999999999,1
3,21,35,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_deletion,0.005,2,0.5800000000000001,1
3,21,35,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_deletion,0.01,0,0.535,1
3,21,35,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_deletion,0.01,1,0.6050000000000001,1
3,21,35,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_deletion,0.01,2,0.635,1
3,21,35,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_deletion,0.02,0,0.6400000000000001,1
3,21,35,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_deletion,0.02,1,0.625,1
3,21,35,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_deletion,0.02,2,0.6699999999999999,1
3,21,35,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_deletion,0.03,0,0.695,1
3,21,35,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_deletion,0.03,1,0.69,1
3,21,35,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_deletion,0.03,2,0.6799999999999999,1
3,21,35,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_deletion,0.04,0,0.77,1
3,21,35,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_deletion,0.04,1,0.71,1
3,21,35,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_deletion,0.04,2,0.745,1
3,21,35,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_deletion,0.05,0,0.8,1
3,21,35,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_deletion,0.05,1,0.8,1
3,21,35,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_deletion,0.05,2,0.7500000000000002,1
3,22,37,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_insertion,0.005,0,0.9449999999999998,1
3,22,37,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_insertion,0.005,1,0.97,1
3,22,37,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_insertion,0.005,2,0.9649999999999999,1
3,22,37,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_insertion,0.01,0,0.925,1
3,22,37,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_insertion,0.01,1,0.9299999999999999,1
3,22,37,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_insertion,0.01,2,0.905,1
3,22,37,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_insertion,0.02,0,0.905,1
3,22,37,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_insertion,0.02,1,0.905,1
3,22,37,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_insertion,0.02,2,0.915,1
3,22,37,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_insertion,0.03,0,0.875,1
3,22,37,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_insertion,0.03,1,0.88,1
3,22,37,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_insertion,0.03,2,0.9,1
3,22,37,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_insertion,0.04,0,0.8749999999999999,1
3,22,37,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_insertion,0.04,1,0.895,1
3,22,37,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_insertion,0.04,2,0.8700000000000001,1
3,22,37,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_insertion,0.05,0,0.8700000000000001,1
3,22,37,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_insertion,0.05,1,0.825,1
3,22,37,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_insertion,0.05,2,0.87,1
3,22,36,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_substitution,0.005,0,0.99,1
3,22,36,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_substitution,0.005,1,0.9650000000000001,1
3,22,36,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_substitution,0.005,2,0.9749999999999999,1
3,22,36,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_substitution,0.01,0,0.9299999999999999,1
3,22,36,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_substitution,0.01,1,0.975,1
3,22,36,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_substitution,0.01,2,0.9350000000000002,1
3,22,36,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_substitution,0.02,0,0.9000000000000001,1
3,22,36,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_substitution,0.02,1,0.94,1
3,22,36,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_substitution,0.02,2,0.925,1
3,22,36,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_substitution,0.03,0,0.865,1
3,22,36,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_substitution,0.03,1,0.905,1
3,22,36,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_substitution,0.03,2,0.8750000000000001,1
3,22,36,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_substitution,0.04,0,0.875,1
3,22,36,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_substitution,0.04,1,0.8900000000000002,1
3,22,36,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_substitution,0.04,2,0.91,1
3,22,36,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_substitution,0.05,0,0.8650000000000002,1
3,22,36,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_substitution,0.05,1,0.8550000000000001,1
3,22,36,0,1,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,gate_substitution,0.05,2,0.915,1
3,23,38,2,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,multiple_gate_insertion,0.005,0,0.8200000000000001,1
3,23,38,2,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,multiple_gate_insertion,0.005,1,0.685,1
3,23,38,2,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,multiple_gate_insertion,0.005,2,0.77,1
3,23,38,2,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,multiple_gate_insertion,0.01,0,0.785,1
3,23,38,2,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,multiple_gate_insertion,0.01,1,0.765,1
3,23,38,2,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,multiple_gate_insertion,0.01,2,0.7550000000000001,1
3,23,38,2,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,multiple_gate_insertion,0.02,0,0.79,1
3,23,38,2,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,multiple_gate_insertion,0.02,1,0.7550000000000001,1
3,23,38,2,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,multiple_gate_insertion,0.02,2,0.7649999999999999,1
3,23,38,2,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,multiple_gate_insertion,0.03,0,0.7749999999999999,1
3,23,38,2,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,multiple_gate_insertion,0.03,1,0.785,1
3,23,38,2,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,multiple_gate_insertion,0.03,2,0.8200000000000001,1
3,23,38,2,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,multiple_gate_insertion,0.04,0,0.84,1
3,23,38,2,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,multiple_gate_insertion,0.04,1,0.795,1
3,23,38,2,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,multiple_gate_insertion,0.04,2,0.805,1
3,23,38,2,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,multiple_gate_insertion,0.05,0,0.8449999999999999,1
3,23,38,2,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,multiple_gate_insertion,0.05,1,0.84,1
3,23,38,2,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,multiple_gate_insertion,0.05,2,0.8550000000000001,1
3,22,36,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,normal,0.005,0,0.09499999999999997,0
3,22,36,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,normal,0.005,1,0.06999999999999998,0
3,22,36,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,normal,0.005,2,0.15000000000000002,0
3,22,36,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,normal,0.01,0,0.2900000000000001,0
3,22,36,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,normal,0.01,1,0.215,0
3,22,36,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,normal,0.01,2,0.275,0
3,22,36,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,normal,0.02,0,0.4,0
3,22,36,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,normal,0.02,1,0.4,0
3,22,36,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,normal,0.02,2,0.455,0
3,22,36,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,normal,0.03,0,0.565,0
3,22,36,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,normal,0.03,1,0.5050000000000001,0
3,22,36,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,normal,0.03,2,0.5349999999999999,0
3,22,36,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,normal,0.04,0,0.7050000000000001,0
3,22,36,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,normal,0.04,1,0.645,0
3,22,36,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,normal,0.04,2,0.6599999999999999,0
3,22,36,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,normal,0.05,0,0.72,0
3,22,36,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,normal,0.05,1,0.75,0
3,22,36,0,0,0,0,0,10,0,0,0,3,0,basis_change_n3.qasm,normal,0.05,2,0.705,0
8,7,42,17,9,0,0,0,0,0,0,0,16,0,bb84_n8.qasm,gate_deletion,0.005,0,0.6000000000000001,1
8,7,42,17,9,0,0,0,0,0,0,0,16,0,bb84_n8.qasm,gate_deletion,0.005,1,0.5400000000000001,1
8,7,42,17,9,0,0,0,0,0,0,0,16,0,bb84_n8.qasm,gate_deletion,0.005,2,0.5300000000000002,1
8,7,42,17,9,0,0,0,0,0,0,0,16,0,bb84_n8.qasm,gate_deletion,0.01,0,0.535,1
8,7,42,17,9,0,0,0,0,0,0,0,16,0,bb84_n8.qasm,gate_deletion,0.01,1,0.5850000000000001,1
8,7,42,17,9,0,0,0,0,0,0,0,16,0,bb84_n8.qasm,gate_deletion,0.01,2,0.5250000000000002,1
8,7,42,17,9,0,0,0,0,0,0,0,16,0,bb84_n8.qasm,gate_deletion,0.02,0,0.575,1
8,7,42,17,9,0,0,0,0,0,0,0,16,0,bb84_n8.qasm,gate_deletion,0.02,1,0.6150000000000001,1
8,7,42,17,9,0,0,0,0,0,0,0,16,0,bb84_n8.qasm,gate_deletion,0.02,2,0.5449999999999999,1
8,7,42,17,9,0,0,0,0,0,0,0,16,0,bb84_n8.qasm,gate_deletion,0.03,0,0.5850000000000001,1
8,7,42,17,9,0,0,0,0,0,0,0,16,0,bb84_n8.qasm,gate_deletion,0.03,1,0.585,1
8,7,42,17,9,0,0,0,0,0,0,0,16,0,bb84_n8.qasm,gate_deletion,0.03,2,0.5700000000000002,1
8,7,42,17,9,0,0,0,0,0,0,0,16,0,bb84_n8.qasm,gate_deletion,0.04,0,0.5150000000000002,1
8,7,42,17,9,0,0,0,0,0,0,0,16,0,bb84_n8.qasm,gate_deletion,0.04,1,0.5300000000000001,1
8,7,42,17,9,0,0,0,0,0,0,0,16,0,bb84_n8.qasm,gate_deletion,0.04,2,0.5649999999999998,1
8,7,42,17,9,0,0,0,0,0,0,0,16,0,bb84_n8.qasm,gate_deletion,0.05,0,0.5749999999999998,1
8,7,42,17,9,0,0,0,0,0,0,0,16,0,bb84_n8.qasm,gate_deletion,0.05,1,0.615,1
8,7,42,17,9,0,0,0,0,0,0,0,16,0,bb84_n8.qasm,gate_deletion,0.05,2,0.61,1
8,7,44,18,9,0,1,0,0,0,0,0,16,0,bb84_n8.qasm,gate_insertion,0.005,0,0.26000000000000006,1
8,7,44,18,9,0,1,0,0,0,0,0,16,0,bb84_n8.qasm,gate_insertion,0.005,1,0.2300000000000001,1
8,7,44,18,9,0,1,0,0,0,0,0,16,0,bb84_n8.qasm,gate_insertion,0.005,2,0.21500000000000002,1
8,7,44,18,9,0,1,0,0,0,0,0,16,0,bb84_n8.qasm,gate_insertion,0.01,0,0.25000000000000006,1
8,7,44,18,9,0,1,0,0,0,0,0,16,0,bb84_n8.qasm,gate_insertion,0.01,1,0.21000000000000008,1
8,7,44,18,9,0,1,0,0,0,0,0,16,0,bb84_n8.qasm,gate_insertion,0.01,2,0.21000000000000005,1
8,7,44,18,9,0,1,0,0,0,0,0,16,0,bb84_n8.qasm,gate_insertion,0.02,0,0.3200000000000002,1
8,7,44,18,9,0,1,0,0,0,0,0,16,0,bb84_n8.qasm,gate_insertion,0.02,1,0.27500000000000013,1
8,7,44,18,9,0,1,0,0,0,0,0,16,0,bb84_n8.qasm,gate_insertion,0.02,2,0.20000000000000012,1
8,7,44,18,9,0,1,0,0,0,0,0,16,0,bb84_n8.qasm,gate_insertion,0.03,0,0.28000000000000014,1
8,7,44,18,9,0,1,0,0,0,0,0,16,0,bb84_n8.qasm,gate_insertion,0.03,1,0.2750000000000002,1
8,7,44,18,9,0,1,0,0,0,0,0,16,0,bb84_n8.qasm,gate_insertion,0.03,2,0.25500000000000017,1
8,7,44,18,9,0,1,0,0,0,0,0,16,0,bb84_n8.qasm,gate_insertion,0.04,0,0.3250000000000002,1
8,7,44,18,9,0,1,0,0,0,0,0,16,0,bb84_n8.qasm,gate_insertion,0.04,1,0.3400000000000002,1
8,7,44,18,9,0,1,0,0,0,0,0,16,0,bb84_n8.qasm,gate_insertion,0.04,2,0.28000000000000014,1
8,7,44,18,9,0,1,0,0,0,0,0,16,0,bb84_n8.qasm,gate_insertion,0.05,0,0.3250000000000002,1
8,7,44,18,9,0,1,0,0,0,0,0,16,0,bb84_n8.qasm,gate_insertion,0.05,1,0.39000000000000024,1
8,7,44,18,9,0,1,0,0,0,0,0,16,0,bb84_n8.qasm,gate_insertion,0.05,2,0.3350000000000002,1
8,7,43,17,10,0,0,0,0,0,0,0,16,0,bb84_n8.qasm,gate_substitution,0.005,0,0.23000000000000007,1
8,7,43,17,10,0,0,0,0,0,0,0,16,0,bb84_n8.qasm,gate_substitution,0.005,1,0.2200000000000001,1
8,7,43,17,10,0,0,0,0,0,0,0,16,0,bb84_n8.qasm,gate_substitution,0.005,2,0.20500000000000004,1
8,7,43,17,10,0,0,0,0,0,0,0,16,0,bb84_n8.qasm,gate_substitution,0.01,0,0.2650000000000001,1
8,7,43,17,10,0,0,0,0,0,0,0,16,0,bb84_n8.qasm,gate_substitution,0.01,1,0.2250000000000001,1
8,7,43,17,10,0,0,0,0,0,0,0,16,0,bb84_n8.qasm,gate_substitution,0.01,2,0.2400000000000001,1
8,7,43,17,10,0,0,0,0,0,0,0,16,0,bb84_n8.qasm,gate_substitution,0.02,0,0.2400000000000001,1
8,7,43,17,10,0,0,0,0,0,0,0,16,0,bb84_n8.qasm,gate_substitution,0.02,1,0.3000000000000001,1
8,7,43,17,10,0,0,0,0,0,0,0,16,0,bb84_n8.qasm,gate_substitution,0.02,2,0.2350000000000001,1
